Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
Accessibility,Live Regions,"Use accessibilityLiveRegion to announce dynamic content updates automatically via TalkBack. POLITE waits for current speech to finish; ASSERTIVE interrupts immediately. Apply to views that update without user interaction: timers counters status messages loading indicators. In Compose use Modifier.semantics { liveRegion = LiveRegionMode.Polite }.",Set accessibilityLiveRegion=polite on dynamic text (counters timers status); use ASSERTIVE for urgent alerts only; update text content to trigger announcement,No liveRegion on dynamic content; TalkBack users miss status updates; use ASSERTIVE for everything causing speech interruption,"<!-- XML Views: --> <TextView android:id='@+id/statusText' android:accessibilityLiveRegion='polite' />; // Update triggers TalkBack announcement: statusText.text = '3 items in cart'; // Compose: Text(text = '$count items', modifier = Modifier.semantics { liveRegion = LiveRegionMode.Polite })","// No live region: <TextView android:id='@+id/statusText' /> // statusText.text = '3 items in cart' -- TalkBack says nothing; user unaware of change",High,https://developer.android.com/reference/android/view/View#setAccessibilityLiveRegion(int)
Accessibility,Touch Target Size XML Views,"Ensure all interactive XML View elements have minimum 48dp x 48dp touch target. Use android:minWidth and android:minHeight or increase padding to expand touch area beyond visual bounds. Material components handle this automatically. For small icons wrap in a clickable container with 48dp minimum dimensions.",Set android:minWidth='48dp' android:minHeight='48dp' on interactive views; use TouchDelegate to expand touch area; wrap small icons in 48dp clickable container,Interactive elements smaller than 48dp; icon buttons with no minimum size; relying on visual size alone,"<ImageButton android:layout_width='wrap_content' android:layout_height='wrap_content' android:minWidth='48dp' android:minHeight='48dp' android:src='@drawable/ic_close' android:padding='12dp' android:background='?attr/selectableItemBackgroundBorderless' android:contentDescription='@string/close' />","<ImageButton android:layout_width='24dp' android:layout_height='24dp' android:src='@drawable/ic_close' /> // 24dp touch target; difficult to tap; fails accessibility audit",High,https://developer.android.com/guide/topics/ui/accessibility/apps
Accessibility,Custom Accessibility Actions,"Add custom accessibility actions using ViewCompat.addAccessibilityAction() in XML Views or customActions in Compose semantics. Replaces swipe-based gestures with labeled actions in TalkBack context menu. Essential for list items with multiple actions (delete archive pin) and swipe-to-dismiss patterns.",Use ViewCompat.addAccessibilityAction for each action on list items; provide clear action labels; replace swipe gestures with named actions in Compose customActions,Rely on swipe gestures only which TalkBack users cannot perform; no alternative actions for drag-and-drop or swipe-to-dismiss,"// XML Views: ViewCompat.addAccessibilityAction(itemView, 'Delete') { _, _ -> deleteItem(item); true }; ViewCompat.addAccessibilityAction(itemView, 'Archive') { _, _ -> archiveItem(item); true }; // Compose: Modifier.semantics { customActions = listOf(CustomAccessibilityAction('Delete') { deleteItem(); true }, CustomAccessibilityAction('Archive') { archiveItem(); true }) }","// Only swipe gesture: ItemTouchHelper.SimpleCallback for swipe-to-delete with no accessibility alternative; TalkBack users cannot delete items; // Or: no custom actions on list item with 3 icon buttons; TalkBack reads each button separately instead of grouping",High,https://developer.android.com/guide/topics/ui/accessibility/principles
Accessibility,Focus Management,"Manage accessibility focus using requestFocus() in Views and FocusRequester in Compose. Move focus to important content after navigation or significant UI changes. After showing an error move focus to the error field. After removing an item move focus to the next item. Use nextFocusDown/Up/Left/Right in XML for directional navigation.",Use requestFocus() after error; move focus to next item after deletion; use FocusRequester for programmatic focus in Compose; set nextFocus* attributes for D-pad,No focus management after state changes; focus lost after item deletion; user stranded on invisible element,"// XML Views: binding.emailInput.requestFocus(); binding.emailInput.sendAccessibilityEvent(AccessibilityEvent.TYPE_VIEW_FOCUSED); // Compose: val focusRequester = remember { FocusRequester() }; TextField(modifier = Modifier.focusRequester(focusRequester)); LaunchedEffect(hasError) { if (hasError) focusRequester.requestFocus() }","// No focus management: after deleting item 3 of 5 focus goes to random view; after showing error focus stays at bottom of form; user must navigate back to find error",High,https://developer.android.com/guide/topics/ui/accessibility/principles
Accessibility,Semantic Grouping,"Group related views into single TalkBack-focusable units using android:screenReaderFocusable on containers in XML Views or Modifier.semantics(mergeDescendants = true) in Compose. A card with title subtitle and icon should be read as one unit not three separate elements. Reduces swipe count and provides coherent information.",Set android:screenReaderFocusable='true' on card/row containers; use semantics(mergeDescendants = true) in Compose; set contentDescription on container if merged text is insufficient,Each child element separately focusable in a card; TalkBack reads icon title subtitle as three items; excessive swipe count in lists,"<!-- XML Views: --> <LinearLayout android:screenReaderFocusable='true' android:focusable='true' android:contentDescription='@string/card_description'><ImageView android:importantForAccessibility='no' /><TextView android:text='Title' /><TextView android:text='Subtitle' /></LinearLayout>; // Compose: Row(Modifier.semantics(mergeDescendants = true) { }) { Icon(icon, null); Column { Text(title); Text(subtitle) } }","// Each element separate: <LinearLayout><ImageView android:contentDescription='Profile icon' /><TextView android:text='John Doe' /><TextView android:text='Software Engineer' /></LinearLayout> // TalkBack: swipe1='Profile icon' swipe2='John Doe' swipe3='Software Engineer' instead of single coherent announcement",High,https://developer.android.com/guide/topics/ui/accessibility/principles
Accessibility,Pane Titles,"Set accessibilityPaneTitle on container views that represent distinct content panes (fragments panels side sheets). When the pane title changes TalkBack automatically announces the new pane. In Compose use Modifier.semantics { paneTitle = title }. Essential for single-Activity multi-fragment architectures.",Set android:accessibilityPaneTitle on fragment root views and panel containers; update paneTitle when content changes; use in Compose semantics,No pane titles; TalkBack users unaware when fragment changes; no announcement of screen transitions in single-Activity apps,"<!-- XML Views: --> <FrameLayout android:accessibilityPaneTitle='@string/settings_screen' android:layout_width='match_parent' android:layout_height='match_parent'><!-- fragment content --></FrameLayout>; // Compose: Column(Modifier.semantics { paneTitle = 'Settings' }) { /* screen content */ }","// No pane title: fragment replaces content but TalkBack gives no indication that screen changed; user must explore to discover new content",Medium,https://developer.android.com/guide/topics/ui/accessibility/principles
Accessibility,Switch Access Compatibility,"Ensure all interactive elements work with Switch Access by using standard focusable and clickable widgets. Switch Access scans the screen highlighting focusable elements sequentially. Non-standard custom views must be explicitly focusable and clickable. Handle both DPAD_CENTER and ENTER key events for selection.",Use standard Android widgets (Button CheckBox Switch); make custom interactive views focusable='true' and clickable='true'; handle KEYCODE_DPAD_CENTER and KEYCODE_ENTER,Touch-only interactions without button alternatives; custom gesture-only navigation; non-interactive elements marked focusable (clutter scan),"<Button android:id='@+id/btnSubmit' android:layout_width='match_parent' android:layout_height='wrap_content' android:minHeight='48dp' android:text='@string/submit' />; <com.app.CustomRating android:layout_width='wrap_content' android:layout_height='48dp' android:focusable='true' android:clickable='true' android:contentDescription='@string/rate_this_item' />","// Touch-only: custom gesture view with no focusable or clickable; Switch Access cannot select it; user cannot interact without touch; // Non-interactive focusable: <TextView android:focusable='true' android:text='Label' /> clutters Switch Access scan",High,https://developer.android.com/guide/topics/ui/accessibility/testing
Accessibility,Keyboard Navigation,"Support external keyboard navigation with proper imeOptions nextFocusDown/Up/Left/Right attributes and Escape key handling. Test with physical keyboard connected. Ensure Tab/Shift-Tab moves focus logically. Handle keyboard shortcuts. In Compose use focusProperties { next/previous } for custom focus chains.",Set imeOptions for keyboard action button; define nextFocus* when default tab order is wrong; handle Escape to dismiss dialogs; test with physical keyboard,Assume all users interact via touch; ignore keyboard event handling; create focus traps where Tab cannot exit a container,"<EditText android:id='@+id/inputName' android:imeOptions='actionNext' android:nextFocusDown='@+id/inputEmail' android:nextFocusForward='@+id/inputEmail' />; <EditText android:id='@+id/inputEmail' android:imeOptions='actionNext' android:nextFocusDown='@+id/inputMessage' />; <EditText android:id='@+id/inputMessage' android:imeOptions='actionDone' android:nextFocusDown='@+id/btnSend' />","// No keyboard nav: <EditText android:imeOptions='actionDone' /> on every field; Tab order random; no nextFocus*; Escape doesn't dismiss bottom sheet; focus trapped in dialog",Medium,https://developer.android.com/guide/topics/ui/accessibility/testing
Accessibility,Espresso Accessibility Checks,"Enable automated accessibility checks in Espresso UI tests with AccessibilityChecks.enable(). Every ViewAction automatically validates the target view against the Accessibility Test Framework catching missing content descriptions small touch targets and low contrast. Use setRunChecksFromRootView(true) to check entire screen.",Enable AccessibilityChecks.enable() in test init or @BeforeClass; setRunChecksFromRootView(true); use setSuppressingResultMatcher for known issues narrowly; run in CI,Skip accessibility checks in tests; broadly suppress all failures; rely only on manual testing,"@RunWith(AndroidJUnit4::class) class LoginA11yTest { init { AccessibilityChecks.enable().apply { setRunChecksFromRootView(true) } }; @get:Rule val rule = ActivityScenarioRule(LoginActivity::class.java); @Test fun loginScreen_passes() { onView(withId(R.id.username)).perform(typeText('test')); onView(withId(R.id.btnLogin)).perform(click()) } }","// No accessibility checks: @Test fun loginWorks() { onView(withId(R.id.btnLogin)).perform(click()) } // accessibility issues ship to production undetected",High,https://developer.android.com/guide/topics/ui/accessibility/testing
Accessibility,stateDescription,"Use stateDescription (API 30+ / AndroidX) to provide custom text for a view's current state instead of default ON/OFF. Essential for custom toggles with non-binary states (subscribed/unsubscribed priority levels). Update stateDescription whenever state changes. In Compose use stateDescription in semantics modifier.",Use ViewCompat.setStateDescription for custom toggle states; update on state change; use stateDescription in Compose semantics for non-binary states,Override stateDescription on standard widgets unless default is misleading; set stateDescription to repeat contentDescription,"// XML Views: ViewCompat.setStateDescription(binding.subscribeToggle, if (isSubscribed) getString(R.string.subscribed) else getString(R.string.not_subscribed)); // TalkBack: 'Subscribe Subscribed' instead of 'Subscribe ON'; // Compose: Modifier.semantics { stateDescription = if (selected) 'Subscribed' else 'Not subscribed' }","// No stateDescription: binding.subscribeToggle.isChecked = isSubscribed; // TalkBack says generic 'ON'/'OFF' for subscribe toggle which is confusing to users",Medium,https://developer.android.com/reference/android/view/View#setStateDescription(java.lang.CharSequence)
Accessibility,announceForAccessibility,"Use View.announceForAccessibility() for one-time transient announcements (item deleted 3 results found upload complete). Keep announcements brief. For persistent dynamic content use Live Regions instead. In Compose access via LocalView.current.announceForAccessibility().",Use announceForAccessibility for transient action confirmations and search result counts; keep brief; prefer Live Regions for persistent dynamic content,Use announceForAccessibility for content with visible UI elements (use Live Region); flood with announcements on rapid state changes,"// After delete: binding.root.announceForAccessibility(getString(R.string.item_deleted_announcement, itemName)); // After search: binding.root.announceForAccessibility(resources.getQuantityString(R.plurals.search_results_count, results.size, results.size))","// No announcement: adapter.removeItem(item); showSnackbar('Item deleted'); // Snackbar may not be announced by TalkBack; user unaware of action result",Medium,https://developer.android.com/reference/android/view/View#announceForAccessibility(java.lang.CharSequence)
Accessibility,sp Units for Text Sizes,"Always use sp (scale-independent pixels) for text sizes in XML Views and TextUnit.Sp in Compose. The sp unit respects user's system font size preference (up to 200% scaling). Test app at largest font setting. Use wrap_content or flexible heights for text containers. Extract text sizes to dimens.xml.",Use sp for all text sizes; test at 200% font scaling; use wrap_content for text container heights; extract to dimens.xml,Use dp for text sizes (ignores user font preferences); fixed-height containers that clip scaled text; hardcode text sizes in code,"<TextView android:layout_width='match_parent' android:layout_height='wrap_content' android:textSize='16sp' />; <!-- dimens.xml: --> <dimen name='text_body'>16sp</dimen>; // Compose: Text(text = 'Body', fontSize = 16.sp)","<TextView android:textSize='16dp' android:text='Will not scale' /> // dp ignores font scaling; inaccessible for low vision users; // Compose: Text(fontSize = 16.dp.value.sp) // defeats scaling",Critical,https://developer.android.com/guide/topics/ui/accessibility/apps
Accessibility,Autosizing TextViews,"Use autoSizeTextType=uniform to automatically shrink or grow TextView text to fit fixed bounds. Set autoSizeMinTextSize to prevent unreadably small text (minimum 12sp). Requires match_parent or fixed dimensions NOT wrap_content. Use granularity or preset sizes for fine control. Support library available for API 14+.",Use autoSizeTextType=uniform with autoSizeMinTextSize of 12sp minimum; use match_parent or fixed dimensions; use granularity for fine control,Use wrap_content with autosize (undefined behavior); no minimum size allowing text to shrink to 1px; autosize on all text instead of specific containers,"<TextView android:layout_width='match_parent' android:layout_height='200dp' android:autoSizeTextType='uniform' android:autoSizeMinTextSize='12sp' android:autoSizeMaxTextSize='100sp' android:autoSizeStepGranularity='2sp' />","<TextView android:layout_width='wrap_content' android:layout_height='wrap_content' android:autoSizeTextType='uniform' /> // wrap_content + autosize = undefined behavior; no min size = text can shrink to 1px",Medium,https://developer.android.com/guide/topics/ui/look-and-feel/autosizing-textview
Edge-to-Edge,enableEdgeToEdge Setup,"Call enableEdgeToEdge() from androidx.activity in onCreate before setContentView. This makes your app draw behind system bars with transparent status and navigation bars. Then handle window insets using ViewCompat.setOnApplyWindowInsetsListener in Views or Scaffold innerPadding in Compose. Required for API 35+ targeting.",Call enableEdgeToEdge() in onCreate before setContentView; handle insets via ViewCompat.setOnApplyWindowInsetsListener or Scaffold; use WindowInsetsCompat.Type.systemBars(),No enableEdgeToEdge(); use deprecated window.statusBarColor or window.navigationBarColor; ignore insets causing content behind bars,"// Views: override fun onCreate(saved: Bundle?) { super.onCreate(saved); enableEdgeToEdge(); setContentView(R.layout.main); ViewCompat.setOnApplyWindowInsetsListener(findViewById(R.id.main)) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars()); v.setPadding(bars.left, bars.top, bars.right, bars.bottom); insets } }; // Compose: enableEdgeToEdge(); setContent { Scaffold { innerPadding -> Content(Modifier.padding(innerPadding)) } }","// No edge-to-edge: setContentView(R.layout.main); window.statusBarColor = Color.BLUE; // deprecated and ignored on API 35+; content hidden behind bars",Critical,https://developer.android.com/develop/ui/views/layout/edge-to-edge
Edge-to-Edge,WindowInsets Padding vs Margin,"Apply insets as padding for scrollable containers (RecyclerView ScrollView) where content should avoid system bars but the view fills the screen. Apply insets as margin for floating views (FAB standalone buttons) that should reposition away from system bars. Set clipToPadding=false on scrollable views for seamless scroll behind bars.",Use padding for scrollable containers with clipToPadding=false; use margin for FABs and floating views; combine systemBars() and displayCutout(); handle left/right for landscape,Use fitsSystemWindows=true as blanket fix (incomplete); hardcode system bar heights; forget left/right insets for landscape and foldables,"// Padding for RecyclerView: recyclerView.clipToPadding = false; ViewCompat.setOnApplyWindowInsetsListener(recyclerView) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars() or WindowInsetsCompat.Type.displayCutout()); v.updatePadding(left = bars.left, top = bars.top, right = bars.right, bottom = bars.bottom); WindowInsetsCompat.CONSUMED }; // Margin for FAB: ViewCompat.setOnApplyWindowInsetsListener(fab) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars()); v.updateLayoutParams<MarginLayoutParams> { bottomMargin = bars.bottom; rightMargin = bars.right }; WindowInsetsCompat.CONSUMED }","// Blanket fix: <LinearLayout android:fitsSystemWindows='true' /> // only top padding; no cutout or landscape handling; // Hardcoded: view.setPadding(0, 24.dpToPx(), 0, 48.dpToPx()) // breaks on different devices",Critical,https://developer.android.com/develop/ui/views/layout/edge-to-edge
Edge-to-Edge,Compose WindowInsets APIs,"Use Compose WindowInsets types: systemBars statusBars navigationBars displayCutout ime systemGestures safeDrawing safeGestures safeContent. Modifiers: systemBarsPadding() statusBarsPadding() navigationBarsPadding() imePadding() safeDrawingPadding(). Scaffold handles insets automatically via innerPadding. Use WindowInsets.systemBars.asPaddingValues() for LazyColumn contentPadding.",Use Scaffold innerPadding; use safeDrawingPadding() as default safe choice; use imePadding() on text input screens; use WindowInsets.systemBars.asPaddingValues() for LazyColumn,Ignore Scaffold innerPadding; hardcode padding values; double-apply insets (Scaffold + systemBarsPadding); forget imePadding on input screens,"Scaffold { innerPadding -> LazyColumn(modifier = Modifier.padding(innerPadding)) { items(100) { Text('Item $it') } } }; // Input screen: Column(Modifier.fillMaxSize().safeDrawingPadding().imePadding()) { TextField(value = text, onValueChange = { text = it }) }; // LazyColumn: LazyColumn(contentPadding = WindowInsets.systemBars.only(WindowInsetsSides.Vertical).asPaddingValues()) { }","// Ignore innerPadding: Scaffold { _ -> LazyColumn { } } // items behind bars; // Double insets: Scaffold { ip -> Column(Modifier.padding(ip).systemBarsPadding()) { } } // double padding; // Hardcoded: Column(Modifier.padding(top = 24.dp, bottom = 48.dp)) // breaks on different devices",Critical,https://developer.android.com/develop/ui/compose/system/insets
Edge-to-Edge,Display Cutout Handling,"Handle display cutouts (notches punch-holes camera islands) by combining WindowInsetsCompat.Type.displayCutout() with systemBars() when applying insets. On API 35+ all layoutInDisplayCutoutMode values are interpreted as ALWAYS. Set layoutInDisplayCutoutMode to always in theme for consistency. Test in portrait and landscape as cutout moves to side.",Combine displayCutout() with systemBars() in inset handling; set layoutInDisplayCutoutMode=always in theme; test portrait and landscape; test with emulator cutout simulation,Use layoutInDisplayCutoutMode=never (interpreted as always on API 35+); handle only systemBars without displayCutout; forget landscape where cutout is on side,"// Views: ViewCompat.setOnApplyWindowInsetsListener(content) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars() or WindowInsetsCompat.Type.displayCutout()); v.updatePadding(left = bars.left, top = bars.top, right = bars.right, bottom = bars.bottom); WindowInsetsCompat.CONSUMED }; // Compose: Column(Modifier.fillMaxSize().safeDrawingPadding()) { /* safe from bars and cutouts */ }; // Theme: <item name='android:windowLayoutInDisplayCutoutMode'>always</item>","// Missing cutout: ViewCompat.setOnApplyWindowInsetsListener(view) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars()); v.updatePadding(top = bars.top) } // no displayCutout; no left/right; content overlaps notch in landscape",High,https://developer.android.com/develop/ui/views/layout/display-cutout
Edge-to-Edge,Gesture Navigation Conflicts,"Handle conflicts between system gesture areas and app interactive elements (sliders drawers carousels). Use WindowInsetsCompat.Type.systemGestures() to get gesture zones. Use View.setSystemGestureExclusionRects() or Modifier.systemGestureExclusion() in Compose to request system yield gesture areas (limited to 200dp per edge). mandatorySystemGestures (home bar) cannot be excluded.",Use systemGestures() inset type to avoid placing interactive elements at edges; use setSystemGestureExclusionRects for sliders (max 200dp per edge); test gesture and 3-button navigation,Place sliders and seekbars at screen edges without exclusion; try to exclude entire screen edge; use deprecated SYSTEM_UI_FLAG constants,"// Padding for gesture zones: ViewCompat.setOnApplyWindowInsetsListener(slider) { v, insets -> val gesture = insets.getInsets(WindowInsetsCompat.Type.systemGestures()); v.updatePadding(left = gesture.left, right = gesture.right); WindowInsetsCompat.CONSUMED }; // Exclusion: slider.doOnLayout { v -> v.systemGestureExclusionRects = listOf(Rect(v.left, v.top, v.right, v.bottom)) }; // Compose: Slider(modifier = Modifier.systemGestureExclusion(), value = value, onValueChange = { value = it })","// Slider at edge: <SeekBar android:layout_marginStart='0dp' /> // thumb at left edge conflicts with back gesture; system intercepts drag; // Deprecated: window.decorView.systemUiVisibility = View.SYSTEM_UI_FLAG_IMMERSIVE_STICKY or FULLSCREEN",High,https://developer.android.com/develop/ui/views/layout/immersive
Edge-to-Edge,Immersive Mode,"Use WindowInsetsControllerCompat for immersive mode (hiding system bars) in media players games and photo viewers. Set systemBarsBehavior to BEHAVIOR_SHOW_TRANSIENT_BARS_BY_SWIPE for best experience. Call hide(WindowInsetsCompat.Type.systemBars()) to enter and show() to exit. Replace deprecated View.SYSTEM_UI_FLAG constants.",Use WindowCompat.getInsetsController(); set BEHAVIOR_SHOW_TRANSIENT_BARS_BY_SWIPE; hide/show WindowInsetsCompat.Type.systemBars(),Use deprecated View.SYSTEM_UI_FLAG_IMMERSIVE_STICKY and SYSTEM_UI_FLAG_FULLSCREEN; forget to restore system bars on exit,"val controller = WindowCompat.getInsetsController(window, window.decorView); controller.systemBarsBehavior = WindowInsetsControllerCompat.BEHAVIOR_SHOW_TRANSIENT_BARS_BY_SWIPE; // Enter immersive: controller.hide(WindowInsetsCompat.Type.systemBars()); // Exit immersive: controller.show(WindowInsetsCompat.Type.systemBars())","// Deprecated: window.decorView.systemUiVisibility = View.SYSTEM_UI_FLAG_IMMERSIVE_STICKY or View.SYSTEM_UI_FLAG_FULLSCREEN or View.SYSTEM_UI_FLAG_HIDE_NAVIGATION // deprecated flags; inconsistent behavior across API levels",High,https://developer.android.com/develop/ui/views/layout/immersive
Edge-to-Edge,3-Button vs Gesture Navigation,"Gesture navigation has fully transparent bars (API 35+) with thin gesture indicator. 3-Button has 80% opaque navigation bar with back/home/recents buttons. Inset sizes differ significantly (gesture ~16-20dp vs 3-button ~48dp). setNavigationBarColor is deprecated and disabled on gesture nav but partially functional on 3-button. Test both modes.",Test in both gesture and 3-button modes; use window.isNavigationBarContrastEnforced = false for custom nav bar protection; use ProtectionLayout for gradients; account for different bar heights,Assume all users use gesture navigation; hardcode thin bottom padding; try setNavigationBarColor (deprecated); only test with one navigation mode,"enableEdgeToEdge(); window.isNavigationBarContrastEnforced = false; // Inset handling auto-adapts: ViewCompat.setOnApplyWindowInsetsListener(content) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars() or WindowInsetsCompat.Type.displayCutout()); v.updatePadding(left = bars.left, top = bars.top, right = bars.right, bottom = bars.bottom); WindowInsetsCompat.CONSUMED }","// Hardcoded for gesture only: view.setPadding(0, statusBarHeight, 0, 20.dpToPx()) // breaks on 3-button nav (needs ~48dp); // Deprecated color: window.navigationBarColor = Color.BLACK // ignored on gesture nav",High,https://developer.android.com/develop/ui/views/layout/edge-to-edge
Edge-to-Edge,Dialog Edge-to-Edge,"Dialogs have their own Window separate from the Activity. Full-screen dialogs must separately opt into edge-to-edge by calling enableEdgeToEdge() on the dialog's window in onStart(). The Activity's edge-to-edge setting does not propagate to dialogs. Handle insets within dialog content as you would in an Activity.",Call dialog?.window?.let { WindowCompat.enableEdgeToEdge(it) } in DialogFragment onStart(); handle insets in dialog content layout,Assume dialog inherits edge-to-edge from Activity; no inset handling in dialog content; full-screen dialog content hidden behind bars,"class MyFullScreenDialog : DialogFragment() { override fun onStart() { super.onStart(); dialog?.window?.let { WindowCompat.enableEdgeToEdge(it) } }; override fun onCreateView(inflater: LayoutInflater, container: ViewGroup?, saved: Bundle?) = inflater.inflate(R.layout.dialog_fullscreen, container, false) }","// No edge-to-edge in dialog: class MyDialog : DialogFragment() { override fun onStart() { super.onStart() } } // dialog content may be hidden behind bars on API 35+; inconsistent with Activity appearance",Medium,https://developer.android.com/develop/ui/views/layout/edge-to-edge
Edge-to-Edge,Material Components Auto Insets,"Several Material components automatically handle edge-to-edge insets: BottomAppBar BottomNavigationView NavigationRailView and NavigationView handle insets with no extra work. AppBarLayout requires fitsSystemWindows=true. Knowing which components auto-handle insets avoids duplicate inset logic and simplifies implementation.",Use Material components that auto-handle insets (BottomAppBar BottomNavigationView NavigationRailView NavigationView); set fitsSystemWindows=true on AppBarLayout,Manually handle insets on Material components that already handle them (causes double padding); forget fitsSystemWindows on AppBarLayout,"<com.google.android.material.appbar.AppBarLayout android:layout_width='match_parent' android:layout_height='wrap_content' android:fitsSystemWindows='true'><com.google.android.material.appbar.MaterialToolbar android:layout_width='match_parent' android:layout_height='?attr/actionBarSize' /></com.google.android.material.appbar.AppBarLayout>; <!-- BottomNavigationView auto-handles navigation bar insets -->","// Manual insets on auto-handling component: ViewCompat.setOnApplyWindowInsetsListener(bottomNav) { v, insets -> v.updatePadding(bottom = insets.getInsets(WindowInsetsCompat.Type.systemBars()).bottom) } // double padding because BottomNavigationView already handles it",Medium,https://developer.android.com/develop/ui/views/layout/edge-to-edge
Edge-to-Edge,System Bar Icon Colors,"Control status bar and navigation bar icon colors (dark/light) using WindowInsetsControllerCompat. Set isAppearanceLightStatusBars=true for dark icons on light backgrounds and false for light icons on dark backgrounds. Same for isAppearanceLightNavigationBars. Essential for proper contrast when drawing behind transparent system bars.",Use WindowCompat.getInsetsController() to set isAppearanceLightStatusBars and isAppearanceLightNavigationBars; match to content background color,Ignore system bar icon contrast; dark icons on dark background or light icons on light background making clock/battery invisible,"val controller = WindowCompat.getInsetsController(window, window.decorView); // Light background -> dark icons: controller.isAppearanceLightStatusBars = true; controller.isAppearanceLightNavigationBars = true; // Dark background -> light icons: controller.isAppearanceLightStatusBars = false; controller.isAppearanceLightNavigationBars = false","// No icon color control: enableEdgeToEdge() // transparent bars but default dark icons on dark app background; clock and battery invisible; // Or deprecated: window.decorView.systemUiVisibility = View.SYSTEM_UI_FLAG_LIGHT_STATUS_BAR // deprecated",Medium,https://developer.android.com/develop/ui/views/layout/edge-to-edge
Edge-to-Edge,Backward Compat Inset Dispatch,"On Android 10 (API 29) and earlier consuming insets in one view stops dispatch to sibling views. Use ViewGroupCompat.installCompatInsetsDispatch(rootView) from AndroidX Core 1.16.0+ to fix this. Call early in onCreate on your root ViewGroup. This ensures all sibling views receive inset information regardless of consumption.",Call ViewGroupCompat.installCompatInsetsDispatch(rootView) in onCreate; requires AndroidX Core 1.16.0+; fixes sibling inset dispatch on API 29 and below,Consume insets without installing compat dispatch on API 29-; sibling views miss inset information and overlap system bars,"override fun onCreate(saved: Bundle?) { super.onCreate(saved); enableEdgeToEdge(); setContentView(R.layout.main); ViewGroupCompat.installCompatInsetsDispatch(findViewById(R.id.main)); // Now safe: siblings get insets even after consumption; ViewCompat.setOnApplyWindowInsetsListener(fab) { v, insets -> val bars = insets.getInsets(WindowInsetsCompat.Type.systemBars()); v.updateLayoutParams<MarginLayoutParams> { bottomMargin = bars.bottom }; WindowInsetsCompat.CONSUMED } }","// No compat dispatch: ViewCompat.setOnApplyWindowInsetsListener(fab) { _, insets -> WindowInsetsCompat.CONSUMED } // on API 29-: sibling RecyclerView never receives insets; content hidden behind navigation bar",Medium,https://developer.android.com/develop/ui/views/layout/edge-to-edge
XML Views,CollapsingToolbarLayout Scroll Effects,"Use CollapsingToolbarLayout inside AppBarLayout for collapsing toolbar with parallax scrolling pin mode and title collapse effects. Set layout_collapseMode to parallax for background images and pin for toolbars. Use contentScrim for collapsed toolbar color. Requires CoordinatorLayout and a scrollable sibling with app:layout_behavior.",Set layout_collapseMode=parallax on ImageView and pin on Toolbar; use contentScrim for collapsed color; set expandedTitleMargin for positioning; use app:layout_scrollFlags=scroll|exitUntilCollapsed,No collapse mode on children; no contentScrim causing transparent collapsed state; forget layout_scrollFlags on AppBarLayout,"<CoordinatorLayout><AppBarLayout android:layout_height='256dp' android:fitsSystemWindows='true'><CollapsingToolbarLayout app:layout_scrollFlags='scroll|exitUntilCollapsed' app:contentScrim='?attr/colorPrimary' app:expandedTitleMarginStart='48dp'><ImageView app:layout_collapseMode='parallax' app:layout_collapseParallaxMultiplier='0.7' android:fitsSystemWindows='true' /><MaterialToolbar app:layout_collapseMode='pin' /></CollapsingToolbarLayout></AppBarLayout><RecyclerView app:layout_behavior='@string/appbar_scrolling_view_behavior' /></CoordinatorLayout>","// No collapse mode: <CollapsingToolbarLayout><ImageView /><Toolbar /></CollapsingToolbarLayout> // image scrolls with toolbar instead of parallax; no pin behavior; toolbar disappears completely",Medium,https://developer.android.com/reference/com/google/android/material/appbar/CollapsingToolbarLayout
XML Views,TabLayoutMediator with ViewPager2,"Use TabLayoutMediator to connect TabLayout with ViewPager2. Replaces deprecated TabLayout.setupWithViewPager(). Call attach() after setting adapter on ViewPager2. Configure tab text and icons in the TabConfigurationStrategy callback. Supports both fixed and scrollable tab modes.",Use TabLayoutMediator(tabLayout viewPager2 callback).attach(); set tab text/icons in callback; call after setting adapter; use tabMode=scrollable for many tabs,Use deprecated setupWithViewPager; manually manage tab selection; forget to call attach(); set adapter after attaching mediator,"val adapter = SectionsPagerAdapter(this); viewPager.adapter = adapter; TabLayoutMediator(tabLayout, viewPager) { tab, position -> tab.text = titles[position]; tab.setIcon(icons[position]) }.attach()","// Deprecated: tabLayout.setupWithViewPager(viewPager) // ViewPager1 only; // Manual: tabLayout.addOnTabSelectedListener { tab -> viewPager.currentItem = tab.position } // manual sync; misses swipe events",Medium,https://developer.android.com/reference/com/google/android/material/tabs/TabLayoutMediator
